NodeIdentifier1,NodeIdentifier2,InTestSet
ATR,Chk1_S296,False
Chk1,Chk1_S296,False
CDK1,Chk1_S301,False
CDK2,Chk1_S301,False
Chk1,Chk1_S316,False
ATM,Chk1_S345,False
ATR,Chk1_S345,False
Cot,Chk1_S345,False
Chk1,Chk1_T378,False
Chk1,Chk1_T382,False
Chk2,Chk2_S120,False
Chk2,Chk2_S140,False
PLK1,Chk2_S164,False
Chk2,Chk2_S19,False
PLK1,Chk2_S210,False
Chk2,Chk2_S260,False
ATM,Chk2_S28,False
ATM,Chk2_S33,False
Chk2,Chk2_S33,False
ATM,Chk2_S35,False
Chk2,Chk2_S35,False
Chk2,Chk2_S379,False
Chk2,Chk2_S435,False
Chk2,Chk2_S516,False
PLK3,Chk2_S62,False
PLK3,Chk2_S73,False
PLK1,Chk2_T205,False
Chk2,Chk2_T383,False
DNAPK,Chk2_T383,False
Chk2,Chk2_T387,False
DNAPK,Chk2_T387,False
Chk2,Chk2_T432,False
ATM,Chk2_T68,False
Chk2,Chk2_T68,False
DNAPK,Chk2_T68,False
PLK1,Chk2_T68,False
TTK,Chk2_T68,False
ZAK,Chk2_T68,False
FAK,Claudin-11_Y191,False
FAK,Claudin-11_Y192,False
PKCA,Claudin-1_T191,False
PKCB,Claudin-1_T191,False
PKACA,Claudin-3_T192,False
PKCA,Claudin-4_S194,False
EphA2,Claudin-4_Y208,False
PKCA,Claudin-7_S204,False
WNK4,Claudin-7_S206,False
PKCA,Cofilin-1_S23,False
PKCA,Cofilin-1_S24,False
LIMK1,Cofilin-1_S3,False
LIMK2,Cofilin-1_S3,False
PRKD1,Cofilin-1_S3,False
TESK1,Cofilin-1_S3,False
Src,Cofilin-1_Y68,False
ATM,Cortactin_S113,False
PAK1,Cortactin_S113,False
PKCI,Cortactin_S261,False
Chk1,Cortactin_S298,False
PRKD1,Cortactin_S298,False
PRKD2,Cortactin_S298,False
PRKD3,Cortactin_S298,False
PRKD1,Cortactin_S348,False
CDK1,Cortactin_S405,False
CDK2,Cortactin_S405,False
ERK2,Cortactin_S405,False
PAK1,Cortactin_S405,False
PKCD,Cortactin_S405,False
ERK2,Cortactin_S418,False
PAK1,Cortactin_S418,False
AMPKA1,Cortactin_T401,False
Src,Cortactin_Y334,False
Fyn,Cortactin_Y421,False
Pyk2,Cortactin_Y421,False
Syk,Cortactin_Y421,False
Fyn,Cortactin_Y446,False
Fyn,Cortactin_Y453,False
Fyn,Cortactin_Y470,False
Pyk2,Cortactin_Y470,False
Src,Cortactin_Y470,False
Abl,Cortactin_Y486,False
Fyn,Cortactin_Y486,False
Src,Cortactin_Y486,False
Akt1,Cot_S400,False
AurA,CtIP_S327,False
CDK1,CtIP_S327,False
AurA,CtIP_S593,False
ATM,CtIP_S664,False
PLK1,CtIP_S723,False
ATM,CtIP_S745,False
PKM,CtIP_T126,False
PLK1,CtIP_T693,False
PLK1,CtIP_T731,False
CDK2,CtIP_T847,False
ATR,CtIP_T859,False
Src,DAAM1_Y652,False
CDK1,DAB2IP iso2_T531,False
CDK1,DAB2IP iso2_T546,False
RIPK1,DAB2IP_S728,False
PKCB iso2,DAB2_S24,False
PKCD,DAB2_S24,False
PKCG,DAB2_S24,False
CAMK2G,DAB2_S723,False
ROCK2,DAB2_S723,False
PKACA,DACT1_S237,False
PKACA,DACT1_S827,False
PKACA,DAP3_S185,False
PKCD,DAP3_S185,False
PKACA,DAP3_S220,False
PKACA,DAP3_S31,False
PKCD,DAP3_S31,False
PKACA,DAP3_T186,False
PKCD,DAP3_T237,False
DAPK1,DAPK1_S289,False
RSK2,DAPK1_S289,False
p90RSK,DAPK1_S289,False
DAPK1,DAPK1_S308,False
ERK1,DAPK1_S734,False
ERK2,DAPK1_S734,False
Src,DAPK1_Y490,False
Src,DAPK1_Y491,False
DAPK2,DAPK2_S318,False
DAPK3,DAPK3_S311,False
DAPK3,DAPK3_T225,False
DAPK3,DAPK3_T265,False
ROCK1,DAPK3_T265,False
DAPK3,DAPK3_T299,False
DAPK3,DAPK3_T306,False
LYN,DAPP1_Y139,False
Src,DAPP1_Y139,False
mTOR,DAP_S51,False
PKACA,DARPP-32_T34,False
PKCA,DAT_S12,False
PKCA,DAT_S7,False
ASK1,DAXX_S176,False
ASK1,DAXX_S184,False
ATR,DAXX_S424,False
ATM,DAXX_S564,False
HIPK3,DAXX_S668,False
RIPK3,DAXX_S668,False
CK2A1,DAXX_S737,False
CK2A1,DAXX_S739,False
ERK2,DAZAP1_T269,False
ERK2,DAZAP1_T315,False
MAPKAPK2,DAZL_S65,False
ATR,DBC-1_T454,False
CDC7,DBF4_S312,False
ATM,DBF4_S502,False
ATR,DBF4_S502,False
ATM,DBF4_S539,False
ATR,DBF4_S539,False
CDC7,DBF4_T273,False
CDC7,DBF4_T281,False
ATM,DBF4_T449,False
ATR,DBF4_T449,False
CDK5,DBN1 iso3_S142,False
CDK5,DBN1 iso3_S342,False
ATM,DBN1 iso3_S647,False
CDK5,DBN1_S142,False
ZAP70,DBNL_Y334,False
ZAP70,DBNL_Y344,False
Abl,DCBLD1_S513,False
Abl,DCBLD1_S535,False
Abl,DCBLD1_S693,False
Abl,DCBLD1_S695,False
Abl,DCBLD1_S697,False
Abl,DCBLD1_Y540,False
Abl,DCBLD1_Y578,False
Abl,DCBLD1_Y589,False
Abl,DCBLD1_Y600,False
Abl,DCBLD1_Y621,False
Abl,DCBLD1_Y652,False
Abl,DCBLD1_Y665,False
Abl,DCBLD2_S598,False
Abl,DCBLD2_S599,False
Abl,DCBLD2_S600,False
Abl,DCBLD2_S618,False
Fyn,DCBLD2_S618,False
Fyn,DCBLD2_S657,False
Abl,DCBLD2_S760,False
Abl,DCBLD2_T593,False
Abl,DCBLD2_T679,False
Abl,DCBLD2_T714,False
Abl,DCBLD2_T756,False
Abl,DCBLD2_Y565,False
Fyn,DCBLD2_Y565,False
Fyn,DCBLD2_Y569,False
Abl,DCBLD2_Y597,False
Abl,DCBLD2_Y621,False
Fyn,DCBLD2_Y621,False
Abl,DCBLD2_Y649,False
Fyn,DCBLD2_Y649,False
Fyn,DCBLD2_Y655,False
Abl,DCBLD2_Y663,False
Fyn,DCBLD2_Y663,False
Abl,DCBLD2_Y666,False
Fyn,DCBLD2_Y666,False
Abl,DCBLD2_Y677,False
Fyn,DCBLD2_Y677,False
Abl,DCBLD2_Y715,False
Fyn,DCBLD2_Y715,False
Fyn,DCBLD2_Y732,False
Abl,DCBLD2_Y750,False
Fyn,DCBLD2_Y750,False
ATM,DCK_S74,False
CK1D,DCK_S74,False
CK1D,DCK_T72,False
JNK1,DCP1A_S315,False
TBK1,DDAH2_S245,False
TBK1,DDAH2_S253,False
TBK1,DDAH2_T203,False
TBK1,DDAH2_T211,False
PKACA,DDB1_S645,False
Abl,DDB1_Y182,False
Abl,DDB1_Y718,False
MST4,DDEFL1_T545,False
EGFR,DDEFL1_Y34,False
CK2A1,DDHD1_S104,False
CDK1,DDHD1_S11,False
CDK5,DDHD1_S11,False
CDK1,DDHD1_S727,False
CDK5,DDHD1_S727,False
CK2A1,DDIT3_S14,False
CK2A1,DDIT3_S15,False
CK2A1,DDIT3_S30,False
CK2A1,DDIT3_S31,False
P38A,DDIT3_S79,False
P38A,DDIT3_S82,False
NEK6,DDR1_S788,False
DDR1,DDR1_Y569,False
DDR1,DDR1_Y586,False
Src,DDR2_Y471,False
Src,DDR2_Y736,False
Src,DDR2_Y740,False
Chk1,DDX19A_S92,False
Chk1,DDX19B_S93,False
ATM,DDX1_S377,False
ATM,DDX1_S671,False
Chk1,DDX24_S82,False
AurB,DDX3Y_S592,False
IKKE,DDX3_S102,False
AurB,DDX3_S594,False
CDK1,DDX3_T204,False
CDK2,DDX3_T204,False
CDK1,DDX3_T323,False
Btk,DDX41_Y414,False
CDK1,DDX48_T163,False
CDK2,DDX48_T163,False
AurB,DDX52_S22,False
DAPK1,DDX58_S654,False
DAPK1,DDX58_S764,False
DAPK1,DDX58_S8,False
PKCA,DDX58_S8,False
CK2A1,DDX58_S854,False
CK2A1,DDX58_S855,False
IKKE,DDX58_S855,False
PKCA,DDX58_T170,False
DAPK1,DDX58_T667,False
DAPK1,DDX58_T671,False
DAPK1,DDX58_T674,False
MAPKAPK2,DDX5_S198,False
P38A,DDX5_T564,False
PAK5,DDX5_T69,False
Abl,DDX5_Y593,False
ITK,DEF6_Y210,False
ITK,DEF6_Y222,False
AurB,DEK_T67,False
ULK1,DENND3_S472,False
ULK2,DENND3_S472,False
ULK1,DENND3_S490,False
ULK2,DENND3_S490,False
CDK2,DENR_S73,False
CDK1,DENR_T69,False
CDK2,DENR_T69,False
CDK1,DEPDC1_S110,False
Akt1,DEPDC5_S1530,False
Pim1,DEPDC5_S1530,False
CK1A,DEPTOR_S263,False
mTOR,DEPTOR_S265,False
CK1A,DEPTOR_S286,False
mTOR,DEPTOR_S286,False
p90RSK,DEPTOR_S286,False
CK1A,DEPTOR_S287,False
p70S6K,DEPTOR_S287,False
p90RSK,DEPTOR_S287,False
CK1A,DEPTOR_S291,False
p70S6K,DEPTOR_S291,False
p90RSK,DEPTOR_S291,False
mTOR,DEPTOR_S299,False
CK1A,DEPTOR_T149,False
mTOR,DEPTOR_T295,False
Syk,DEPTOR_Y289,False
ATM,DGCR8_S677,False
Lck,DGKA_Y335,False
Src,DGKA_Y335,False
CK2A1,DHFR_S145,False
CK2A1,DHFR_S168,False
ERK1,DHPS_S233,False
ERK2,DHPS_S233,False
JNK1,DIABLO_S6,False
Akt1,DIABLO_S67,False
JNK1,DIABLO_S9,False
PKACA,DISC1_S58,False
CDK1,DISC1_S713,False
PKACA,DISC1_S713,False
MARK1,DIXDC1 iso2_S381,False
MARK1,DIXDC1_S592,False
Akt1,DJ-1_T125,False
PKACA,DJ-1_T154,False
Akt1,DLC1_S1004,False
PRKD1,DLC1_S1244,False
CDK5,DLC1_S557,False
CDK5,DLC1_S642,False
Akt1,DLC1_S735,False
CDK5,DLC1_S859,False
RIPK3,DLD_T135,False
CDK1,DLG1_S158,False
CDK2,DLG1_S158,False
ERK5,DLG1_S158,False
P38G,DLG1_S158,False
CDK2,DLG1_S443,False
P38G,DLG1_S443,False
PKCA,DLG1_T657,False
CK2A1,DLG3 iso2_S295,False
CK2B,DLG3 iso2_S295,False
CDKL5,DLG5_S1115,False
CDK1,DLG7_S618,False
AurA,DLG7_S725,False
AurA,DLG7_S830,False
CDK1,DLG7_T329,False
CDK1,DLG7_T639,False
PKACA,DLX3_S10,False
Src,DMAP1_Y246,False
CK2A1,DNAJB2_S247,False
CK2A1,DNAJB2_S250,False
CK2A1,DNAJB2_S264,False
PKACA,DNAJC5_S10,False
PKCG,DNAJC5_S10,False
PKCG,DNAJC5_S34,False
LRRK2,DNAJC6_S570,False
PKCA,DNAM-1_S329,False
Fyn,DNAM-1_Y322,False
DNAPK,DNAPK_S2056,False
ATM,DNAPK_S2612,False
ATR,DNAPK_S2612,False
DNAPK,DNAPK_S2612,False
ATM,DNAPK_S3205,False
DNAPK,DNAPK_S3205,False
PLK1,DNAPK_S3205,False
AurB,DNAPK_S511,False
ATM,DNAPK_T2609,False
DNAPK,DNAPK_T2609,False
EGFR,DNAPK_T2609,False
ATM,DNAPK_T2638,False
DNAPK,DNAPK_T2638,False
ATM,DNAPK_T2647,False
ATR,DNAPK_T2647,False
DNAPK,DNAPK_T2647,False
DNAPK,DNAPK_T3950,False
CDK4,DNMT1_S127,False
Akt1,DNMT1_S143,False
CDK1,DNMT1_S154,False
CDK2,DNMT1_S154,False
mTOR,DNMT1_S714,False
CDK4,DNMT1_S954,False
ERK2,DNMT3A_S255,False
CK2A1,DNMT3A_S390,False
CK2A1,DNMT3A_S393,False
PAK5,DNPEP iso2_S109,False
PKCI,DOC2B_S34,False
PKACA,DOCK1_S1250,False
Syk,DOCK2_Y122,False
Syk,DOCK2_Y1405,False
Syk,DOCK2_Y224,False
Syk,DOCK2_Y985,False
Akt1,DOCK6_S1194,False
HER2,DOCK7_Y1257,False
PKCA,DOCK8_S2077,False
PKCA,DOCK8_S2082,False
PKCA,DOCK8_S2087,False
IKKB,DOK1_S443,False
IKKB,DOK1_S446,False
IKKB,DOK1_S450,False
INSR,DOK1_Y362,False
Src,DOK1_Y362,False
INSR,DOK1_Y398,False
Ret,DOK1_Y398,False
GRK3,DOR-1_S363,False
GRK2,DOR-1_T361,False
CK2A1,DPF3 iso2_S348,False
PKCA,DRD2_S229,False
CDK5,DRD2_S321,False
MPSK1,DRG1_T101,False
P38A,DROSHA_S221,False
GSK3B,DROSHA_S300,False
P38A,DROSHA_S300,False
GSK3B,DROSHA_S302,False
P38A,DROSHA_S355,False
P38A,DROSHA_T274,False
GSK3B,DRP1_S40,False
GSK3B,DRP1_S44,False
Akt1,DRP1_S616,False
CDK1,DRP1_S616,False
CDK5,DRP1_S616,False
ERK1,DRP1_S616,False
ERK2,DRP1_S616,False
AMPKA1,DRP1_S637,False
PKACA,DRP1_S637,False
PRKD1,DRP1_S637,False
Pim1,DRP1_S637,False
GSK3B,DRP1_S693,False
LRRK2,DRP1_T595,False
Abl,DRP1_Y266,False
Abl,DRP1_Y368,False
Abl,DRP1_Y449,False
JNK1,DRPLA_S739,False
JNK3,DRPLA_S739,False
AurB,DSN1_S100,False
AurB,DSN1_S109,False
CDK1,DSN1_S331,False
CDC7,DTD1_S179,False
CK2A1,DTD1_S179,False
CDC7,DTD1_S181,False
CK2A1,DTD1_S181,False
CDC7,DTD1_S182,False
CK2A1,DTD1_S182,False
CDC7,DTD1_S194,False
CK2A1,DTD1_S194,False
CDC7,DTD1_S196,False
CK2A1,DTD1_S196,False
CK2A1,DTD1_S197,False
CDC7,DTD1_S204,False
CK2A1,DTD1_S204,False
CDC7,DTD1_S205,False
CK2A1,DTD1_S205,False
CDC7,DTD1_T187,False
CK2A1,DTD1_T187,False
VRK2,DTNBP1_S297,False
VRK2,DTNBP1_S299,False
PKACA,DTNB_T11,False
PKCA,DTNB_T179,False
PKACA,DTNB_T424,False
PKCA,DTNB_T69,False
ATM,DTYMK_S88,False
PKACA,DUOX1_S1217,False
PKACA,DUOX1_S955,False
mTOR,DUSP10_S224,False
mTOR,DUSP10_S230,False
ERK2,DUSP16_S446,False
ERK2,DUSP1_S296,False
ERK2,DUSP1_S323,False
AMPKA2,DUSP1_S334,False
ERK1,DUSP1_S359,False
ERK1,DUSP1_S364,False
Syk,DUSP3_Y138,False
ZAP70,DUSP3_Y138,False
Syk,DUSP3_Y38,False
ZAP70,DUSP3_Y38,False
ERK1,DUSP4_S386,False
ERK1,DUSP4_S391,False
ERK1,DUSP5_S346,False
ERK2,DUSP5_S346,False
ERK1,DUSP5_S376,False
ERK2,DUSP5_S376,False
ERK1,DUSP5_T321,False
ERK2,DUSP5_T321,False
ERK1,DUSP6_S159,False
ERK2,DUSP6_S159,False
ERK1,DUSP6_S174,False
ERK1,DUSP6_S197,False
ERK2,DUSP6_S197,False
ERK1,DUSP6_S300,False
CK1D,DVL2_S143,False
CK1E,DVL2_S143,False
PLK1,DVL2_T206,False
CK1D,DVL2_T224,False
CK1E,DVL2_T224,False
Src,DVL2_Y18,False
Src,DVL2_Y27,False
Src,DVL2_Y275,False
Src,DVL2_Y295,False
CK1E,DVL3_S280,False
NEK2,DVL3_S280,False
CK1E,DVL3_S311,False
CK1E,DVL3_S611,False
CK1E,DVL3_S612,False
CK1E,DVL3_S636,False
CK1E,DVL3_S639,False
CK1E,DVL3_S642,False
CK1E,DVL3_S643,False
NEK2,DVL3_S643,False
NEK2,DVL3_S697,False
PKCA,DYN1_S778,False
DYRK1A,DYN1_S857,False
CDK5,DYN1_T780,False
CDK1,DYN2_S764,False
CDK2,DYN2_S764,False
CDK1,DYN2_T766,False
Src,DYN2_Y597,False
PKACA,DYNLRB1_S73,False
DYRK1A,DYRK1A_S529,False
ERK2,DYRK1B_S421,False
DYRK1B,DYRK1B_Y271,False
DYRK1B,DYRK1B_Y273,False
DYRK2,DYRK2 iso2_S483,False
DYRK2,DYRK2 iso2_S489,False
DYRK2,DYRK2 iso2_T32,False
DYRK2,DYRK2 iso2_T33,False
DYRK2,DYRK2 iso2_T484,False
DYRK2,DYRK2 iso2_T488,False
DYRK2,DYRK2 iso2_T82,False
DYRK2,DYRK2 iso2_Y309,False
ATM,DYRK2_S442,False
MLK2,DYRK2_S449,False
ATM,DYRK2_T106,False
MLK2,DYRK2_T381,False
DYRK4,DYRK4_Y264,False
Src,Daple_Y2023,False
INSR,Daple_Y2025,False
PDGFRA,Daple_Y2025,False
Src,Daple_Y2025,False
GSK3B,Desmoplakin_S2845,False
PKACA,Desmoplakin_S2849,False
LIMK1,Destrin_S3,False
LIMK2,Destrin_S3,False
CDK1,Diaphanous-1_T768,False
AurB,Diaphanous-2 iso4_T66,False
AurB,Diaphanous-2 iso4_T882,False
CDK2,Diaphanous-3_T19,False
GSK3B,Doublecortin iso2_S327,False
JNK2,Doublecortin iso2_S334,False
JNK2,Doublecortin iso2_T321,False
JNK2,Doublecortin iso2_T331,False
CDK5,Doublecortin_S28,False
ERK2,E2A iso2_S352,False
ERK2,E2A iso2_S359,False
ERK2,E2A iso2_T355,False
CDK2,E2A_S139,False
CDK4,E2A_S139,False
CDK2,E2A_S245,False
CDK4,E2A_S245,False
MLK2,E2A_S341,False
MLK2,E2A_S352,False
MLK2,E2A_S359,False
MLK2,E2A_S379,False
PAK5,E2A_S39,False
MLK2,E2A_T355,False
PKACA,E2F1_S235,False
ATM,E2F1_S31,False
ATR,E2F1_S31,False
CDK1,E2F1_S332,False
TBK1,E2F1_S332,False
CDK1,E2F1_S337,False
TAK1,E2F1_S337,False
Chk2,E2F1_S364,False
PKACA,E2F1_S364,False
CDK8,E2F1_S375,False
CDK7,E2F1_S403,False
GSK3B,E2F1_S403,False
P38B,E2F1_S403,False
PKACA,E2F1_T130,False
GSK3B,E2F1_T433,False
P38B,E2F1_T433,False
Chk1,E2F3_S124,False
Chk2,E2F3_S124,False
ERK1,E2F4_S244,False
ERK1,E2F4_S384,False
Chk1,E2F6_S12,False
Chk1,E2F6_S52,False
PKCA,EAR-2_S83,False
PKCD,EAR-2_S83,False
PKCT,EAR-2_S83,False
GSK3B,EB1_S155,False
GSK3B,EB1_S156,False
ASK1,EB1_S40,False
ASK1,EB1_T154,False
ASK1,EB1_T206,False
Src,EB1_Y247,False
AurA,EB3_S176,False
AurB,EB3_S176,False
Chk1,EBNA1BP2_T182,False
CK2A1,ECE1 iso3_S18,False
CK1A,ECE1_S34,False
CK1A,ECE1_S36,False
PKCI,ECT2_T359,False
CDK1,ECT2_T373,False
CDK1,ECT2_T444,False
CDK1,ECT2_T846,False
Akt1,EDC3_S161,False
Akt2,EDC3_S161,False
IKKB,EDC4_S107,False
IKKB,EDC4_S405,False
IKKB,EDC4_S583,False
IKKB,EDC4_S855,False
Akt1,EDG-1_T236,False
GRK2,EDNRA_S391,False
GRK2,EDNRA_S393,False
GRK2,EDNRA_S397,False
GRK2,EDNRA_S404,False
GRK2,EDNRA_T396,False
GRK2,EDNRA_T403,False
P38A,EEA1_T1392,False
TGFBR1,EEF1A1_S300,False
PINK1,EEF1A1_S396,False
TAK1,EEF1A1_T261,False
PASK,EEF1A1_T432,False
ROCK2,EEF1A1_T432,False
BRAF,EEF1A1_T88,False
BRAF,EEF1A2_S21,False
JNK1,EEF1A2_S358,False
CDK1,EEF1D iso2_S499,False
CDK1,EEF1D_S133,False
CK2A1,EEF1D_S162,False
CDK1,EEF2K_S359,False
P70S6KB,EEF2K_S366,False
p70S6K,EEF2K_S366,False
p90RSK,EEF2K_S366,False
EEF2K,EEF2K_S396,False
P38B,EEF2K_S396,False
P38D,EEF2K_S396,False
AMPKA1,EEF2K_S398,False
AMPKA2,EEF2K_S398,False
EEF2K,EEF2K_S441,False
EEF2K,EEF2K_S445,False
EEF2K,EEF2K_S474,False
EEF2K,EEF2K_S500,False
mTOR,EEF2K_S72,False
mTOR,EEF2K_S74,False
ChaK1,EEF2K_S78,False
EEF2K,EEF2K_S78,False
EEF2K,EEF2K_T348,False
EEF2K,EEF2K_T353,False
CDK1,EEF2_S595,False
CDK2,EEF2_S595,False
NEK2,EEF2_S595,False
CDK2,EEF2_T435,False
EEF2K,EEF2_T57,False
CDK1,EFHD2_S74,False
CDK5,EFHD2_S74,False
PINK1,EFTU_S219,False
CDK1,EGFR_S1026,False
P38A,EGFR_S1039,False
P38B,EGFR_S1039,False
Akt1,EGFR_S229,False
Akt2,EGFR_S229,False
P38A,EGFR_T1041,False
P38B,EGFR_T1041,False
PKCD,EGFR_T678,False
PKCE,EGFR_T678,False
PKN1,EGFR_T678,False
PKN3,EGFR_T678,False
ERK1,EGFR_T693,False
ERK2,EGFR_T693,False
P38A,EGFR_T693,False
PKG2,EGFR_T693,False
AMPKA1,EGFR_T892,False
EGFR,EGFR_Y1016,False
Src,EGFR_Y1016,False
Abl,EGFR_Y1092,False
Src,EGFR_Y1092,False
EGFR,EGFR_Y1110,False
Src,EGFR_Y1110,False
Src,EGFR_Y1125,False
EGFR,EGFR_Y1172,False
Abl,EGFR_Y1197,False
Src,EGFR_Y727,False
Src,EGFR_Y764,False
EGFR,EGFR_Y869,False
Src,EGFR_Y869,False
Src,EGFR_Y915,False
Src,EGFR_Y944,False
p70S6K,EGLN1_S125,False
CDK2,EGLN2_S130,False
CDK4,EGLN2_S130,False
CDK6,EGLN2_S130,False
PKCA,EGLN2_S132,False
PKCA,EGLN2_S226,False
PKCA,EGLN2_S234,False
GSK3B,EGLN2_S401,False
GSK3B,EGLN2_T405,False
DNAPK,EGR1_S301,False
CK2A1,EHMT2_S211,False
ATM,EHMT2_S569,False
DYRK1B,EHMT2_T555,False
TAK1,EIF4B_S230,False
MELK,EIF4B_S406,False
MELK,EIF4B_S422,False
p90RSK,EIF4B_S422,False
Mnk1,EIF4E_S209,False
Mnk1 iso2,EIF4E_S209,False
Mnk2,EIF4E_S209,False
CK2A1,EIF4G2_S902,False
CDK1,EIF4G2_T508,False
CAMK1A,EIF4G3_S1156,False
CAMK1B,EIF4G3_S1156,False
CAMK1G,EIF4G3_S1156,False
CK2A1,EIF5_S389,False
CK2A1,EIF5_S390,False
CK2A1,EIF5_T207,False
CK2A1,EIF5_T208,False
CK1A,EIF6_S174,False
CK1A,EIF6_S175,False
GSK3B,EIF6_S235,False
PKCA,EIF6_S235,False
PKCB iso2,EIF6_S235,False
GSK3B,EIF6_S239,False
GSK3B,EIF6_S243,False
GSK3B,EIF6_T231,False
PAK1,ELF3_S207,False
PKCI,ELF3_S68,False
JNK1,ELF4_S641,False
CDK2,ELF4_S648,False
CDK2,ELF4_T643,False
Chk1,ELG_S100,False
ERK1,ELK1_S383,False
ERK2,ELK1_S383,False
MSK1,ELK1_S383,False
P38A,ELK1_S383,False
ERK1,ELK1_S389,False
P38A,ELK1_S389,False
PRP4,ELK1_T417,False
ERK1,ELK4_S381,False
P38A,ELK4_S381,False
CDK2,ELK4_S387,False
ERK1,ELK4_S387,False
P38A,ELK4_S387,False
CDK2,ELK4_T194,False
mTOR,ELL_S309,False
Hck,ELMO1_Y216,False
Hck,ELMO1_Y395,False
Hck,ELMO1_Y511,False
AXL,ELMO1_Y720,False
Hck,ELMO1_Y720,False
Src,ELMO1_Y720,False
AXL,ELMO1_Y724,False
Src,ELMO1_Y724,False
AXL,ELMO2_Y713,False
ALK,ELP3_Y202,False
Chk1,EML3_S176,False
CDK1,EML3_T881,False
NEK6,EML4_S144,False
Akt1,EMSY_S209,False
Akt3,EMSY_S209,False
Akt3,EMSY_T207,False
PKACA,EMSY_T207,False
GSK3B,ENDOG_S288,False
GSK3B,ENDOG_T128,False
TGFBR2,ENG_S634,False
TGFBR2,ENG_S635,False
ALK1,ENG_S646,False
TGFBR1,ENG_S646,False
ALK1,ENG_S649,False
TGFBR1,ENG_S649,False
ALK1,ENG_T640,False
ALK1,ENG_T654,False
Src,ENG_Y614,False
ULK1,ENO1_S115,False
ULK1,ENO1_S282,False
ENPP3,ENPP3_T205,False
PKACA,ENSA_S109,False
PKG1,ENSA_S109,False
CDK1,EPB41 iso2_S679,False
CDK1,EPB41 iso2_T60,False
PKCA,EPB41 iso4_S312,False
PKCB,EPB41 iso4_S312,False
PKCA,EPB41 iso4_S331,False
EGFR,EPB41 iso4_Y418,False
CDK5,EPRS_S886,False
Chk1,EPRS_S910,False
p70S6K,EPRS_S999,False
p70S6K iso2,EPRS_S999,False
Src,EPS8_Y485,False
Src,EPS8_Y525,False
Src,EPS8_Y602,False
Src,EPS8_Y774,False
GSK3B,ER-alpha_S102,False
CDK2,ER-alpha_S104,False
CDK3,ER-alpha_S104,False
ERK1,ER-alpha_S104,False
GSK3B,ER-alpha_S104,False
NLK,ER-alpha_S104,False
mTOR,ER-alpha_S104,False
CDK2,ER-alpha_S106,False
CDK3,ER-alpha_S106,False
ERK1,ER-alpha_S106,False
ERK2,ER-alpha_S106,False
GSK3B,ER-alpha_S106,False
NLK,ER-alpha_S106,False
mTOR,ER-alpha_S106,False
CDK2,ER-alpha_S118,False
CDK3,ER-alpha_S118,False
CDK7,ER-alpha_S118,False
ERK1,ER-alpha_S118,False
ERK2,ER-alpha_S118,False
GSK3B,ER-alpha_S118,False
IKKA,ER-alpha_S118,False
NLK,ER-alpha_S118,False
P38A,ER-alpha_S118,False
mTOR,ER-alpha_S118,False
Akt1,ER-alpha_S167,False
Akt2,ER-alpha_S167,False
AurA,ER-alpha_S167,False
IKKE,ER-alpha_S167,False
NLK,ER-alpha_S167,False
RSK2,ER-alpha_S167,False
p70S6K,ER-alpha_S167,False
p90RSK,ER-alpha_S167,False
PKACA,ER-alpha_S236,False
CK2A1,ER-alpha_S282,False
CDK2,ER-alpha_S294,False
P38A,ER-alpha_S294,False
Akt1,ER-alpha_S305,False
AurA,ER-alpha_S305,False
PAK1,ER-alpha_S305,False
PAK4,ER-alpha_S305,False
PKACA,ER-alpha_S305,False
TBK1,ER-alpha_S305,False
CDK2,ER-alpha_S341,False
P38A,ER-alpha_T311,False
Abl,ER-alpha_Y219,False
IGF1R,ER-alpha_Y219,False
Abl,ER-alpha_Y52,False
Lck,ER-alpha_Y537,False
Src,ER-alpha_Y537,False
CDK2,ERAL1_S173,False
CDK1,ERCC6_T1031,False
Abl,ERCC6_Y932,False
ERK2,ERF_S161,False
ERK2,ERF_S246,False
ERK2,ERF_S251,False
ERK2,ERG_S215,False
CK1A,ERG_S37,False
CK1A,ERG_S38,False
CK1A,ERG_S39,False
ERK2,ERG_S96,False
GSK3B,ERG_T180,False
Wee1,ERG_Y183,False
CDK1,ERK1 iso3_S343,False
MEK1,ERK1_T202,False
MEK2,ERK1_T202,False
ERK1,ERK1_T207,False
MEK1,ERK1_T207,False
ERK1,ERK1_Y204,False
JAK2,ERK1_Y204,False
MEK1,ERK1_Y204,False
MEK2,ERK1_Y204,False
Ret,ERK1_Y204,False
MEK1,ERK1_Y210,False
CK2A1,ERK2_S246,False
ERK2,ERK2_S246,False
SGK1,ERK2_S29,False
MEK1,ERK2_T185,False
JAK2,ERK2_Y187,False
MEK1,ERK2_Y187,False
Ret,ERK2_Y187,False
ERK3,ERK3_S189,False
PAK2,ERK3_S189,False
CDK1,ERK3_S684,False
CDK1,ERK3_S705,False
CDK1,ERK3_T698,False
ERK5,ERK5_S421,False
ERK5,ERK5_S433,False
ERK5,ERK5_S496,False
p90RSK,ERK5_S496,False
ERK5,ERK5_S731,False
ERK5,ERK5_S770,False
ERK5,ERK5_S772,False
ERK5,ERK5_S774,False
MEK5,ERK5_T219,False
ERK5,ERK5_T28,False
ERK1,ERK5_T733,False
ERK2,ERK5_T733,False
ERK5,ERK5_T733,False
MEK5,ERK5_Y221,False
ERK7,ERK7_S192,False
