NodeIdentifier1,NodeIdentifier2,InTestSet
D000068298,D029481,True
D010269,D029481,True
D015085,D029481,True
D000658,D029481,True
D017963,D029481,True
C026486,D015674,True
C036990,D015674,True
D004317,D015674,True
C004726,D018242,True
D007854,D018242,True
D008797,D003480,True
D014221,D003480,True
C009935,D003480,True
D019829,D011251,True
C446481,D059606,True
D000502,D011164,True
D001241,D011164,True
D008787,D013272,True
D000068677,D013272,True
D005978,D013272,True
D001241,D013272,True
D008345,D012608,True
D000638,D006505,True
D004126,D006505,True
D013988,D006505,True
D000078330,D006505,True
C006648,D006505,True
C017803,D006505,True
D010672,D006505,True
D003634,D006505,True
D006852,D006505,True
D011718,D006505,True
D014635,D006505,True
D000077144,D006505,True
D053626,D006505,True
D002231,D006505,True
D008733,D006505,True
D013307,D006505,True
D017291,D006505,True
C033457,D006505,True
D004737,D006505,True
D000639,D006505,True
D010644,D006505,True
D005047,D006505,True
D003042,D009877,True
C023698,D006987,True
D000069286,D006987,True
D011343,D006987,True
C026385,D006987,True
C089957,D006987,True
D016685,D052016,True
C009438,D052016,True
D002955,D052016,True
C035353,D052016,True
D000077150,D052016,True
D004958,D014564,True
D009270,D012133,True
D014750,D012133,True
D006851,D012133,True
D013999,D005902,True
C006780,D004065,True
D002110,D004065,True
D013629,D042882,True
C545122,D006940,True
D015742,D006940,True
D009609,D006940,True
D000069580,D006940,True
D001285,D006940,True
D004837,D013159,True
D017135,D013159,True
D018170,D013159,True
D014992,D011041,True
D008942,D011041,True
C011559,D011041,True
C013168,D011041,True
D004390,D011041,True
C582338,D011041,True
D007486,D011041,True
D005442,D011041,True
D012643,D011041,True
D012524,D011041,True
D011084,D011041,True
D052998,D011041,True
D008715,D011041,True
D013241,D011041,True
D014614,D011041,True
D008743,D011041,True
D000111,D011041,True
C104223,D011041,True
D008694,D011041,True
D013976,D011041,True
C004532,D011041,True
D002220,D011041,True
D000968,D011041,True
C036077,D011041,True
D003915,D011041,True
D018817,D011041,True
D005020,D011041,True
D002738,D011041,True
D001713,D011041,True
C007164,D011041,True
C028797,D011041,True
C076994,D011041,True
D001427,D011041,True
D010936,D011041,True
D007854,D011041,True
D019256,D011041,True
D019271,D011041,True
D008376,D003693,True
C417083,D003693,True
D000086,D003693,True
D011405,D003693,True
D009567,D003693,True
D005283,D003693,True
D013874,D003693,True
D016572,D003693,True
D005473,D003693,True
D004316,D003693,True
D012642,D003693,True
D007069,D003693,True
D003891,D003693,True
D014196,D003693,True
C043215,D018805,True
D016190,D018805,True
D002701,D018805,True
D008802,D018805,True
D000077185,D018805,True
C035444,D018805,True
D010400,D018805,True
D000324,D018805,True
D005472,D018805,True
C018231,D011704,True
D005839,D011704,True
C031367,D011704,True
D002443,D011704,True
D004492,D009401,True
D006052,D009401,True
D002747,D009401,True
D000991,D009401,True
D004837,D001146,True
D009569,D010510,True
D000666,D004283,True
C028491,D004283,True
D000493,D004283,True
D014874,D017453,True
C007548,D017453,True
D014051,D017453,True
C006253,D017453,True
D008012,D012770,True
D008691,D012770,True
D008790,D012770,True
D004110,D012770,True
D011342,D012770,True
D003000,D006556,True
D004298,D006556,True
D009271,D006556,True
D000077143,D000077192,True
D019257,D000077192,True
D016685,D000077192,True
C005705,D000077192,True
D000077235,D000077192,True
D000069449,D049950,True
C100416,D018917,True
D004837,D018917,True
D010645,D018917,True
D014266,D006528,True
D000077288,D006528,True
D011794,D006528,True
D002083,D006528,True
C104536,D006528,True
D003078,D006528,True
D013750,D006528,True
D043343,D006528,True
D002251,D006528,True
C007633,D006528,True
D045930,D006528,True
C002741,D006528,True
D019207,D006528,True
D014212,D006528,True
D008727,D006528,True
D014280,D006528,True
C115461,D006528,True
D020111,D006528,True
C045651,D006528,True
C026987,D006528,True
D014241,D006528,True
D000348,D006528,True
D010640,D012560,True
D011716,D009349,True
C001205,D010493,True
D000661,D010493,True
C014553,D010493,True
D007213,D010493,True
D018038,D020261,True
D014494,D020261,True
D007472,D001986,True
D000077407,D001986,True
D001279,D001986,True
D005047,D001986,True
C031721,D006456,True
D010400,D006456,True
D017239,D012607,True
D017311,D017118,True
D014268,D013342,True
D008094,D013342,True
D018967,D012001,True
D004329,D012001,True
D012701,D015140,True
D003520,D016403,True
C038959,D016403,True
D004317,D016403,True
C107843,D016403,True
D008727,D016403,True
C056507,D016403,True
D013148,D015432,True
C039128,D014353,True
D010653,D014353,True
C087566,D014353,True
D013752,D000707,True
D015742,D000707,True
D014673,D000707,True
D010402,D000707,True
D002444,D000707,True
D020160,D000707,True
D007472,D000707,True
D000493,D000707,True
D005703,D000707,True
C013592,D000707,True
D006493,D000707,True
D007213,D000707,True
D000077402,D019106,True
D006495,D019106,True
C001042,D013736,True
D001374,D013736,True
D017239,D013736,True
D009270,D062787,True
D000111,D062787,True
D000069470,D062787,True
D016593,D062787,True
D008528,D062787,True
D017332,D062787,True
D001241,D062787,True
D000068838,D062787,True
D018680,D062787,True
D020912,D062787,True
D010644,D062787,True
D009599,D062787,True
D011794,D001749,True
D016190,D001749,True
D014859,D001749,True
C006757,D001749,True
C017947,D001749,True
D000602,D001749,True
D014747,D001749,True
D000880,D001749,True
D001335,D001749,True
C439268,D001749,True
D000069059,D001749,True
D007069,D001749,True
D001500,D001749,True
D013881,D003645,True
D002110,D003645,True
D000111,D003645,True
D009543,D003645,True
D004077,D003645,True
D004280,D003645,True
D011224,D020262,True
D018738,D020262,True
D015474,D014526,True
D013861,D003409,True
D000069605,D012912,True
D010852,D004827,True
D000069348,D004827,True
D000077213,D004827,True
D005839,D004827,True
D010400,D004827,True
D001640,D004827,True
D000077149,D004827,True
D009118,D004827,True
C049584,D002278,True
C041517,D002278,True
D014750,D012135,True
D011722,D012135,True
C036251,D012135,True
D019819,D012135,True
D007306,D012135,True
D011441,D013585,True
C010882,D010146,True
C078814,D010146,True
D000077265,D010146,True
D000863,D010146,True
C114767,D010146,True
D014859,D010146,True
D013849,D010146,True
D009270,D010146,True
D009637,D010146,True
C038198,D010146,True
D005503,D010146,True
D007461,D010146,True
D003917,D010146,True
D012906,D010146,True
C024594,D010146,True
D013876,D010146,True
C521776,D010146,True
D019946,D010146,True
C455861,D010146,True
D012459,D010146,True
D002040,D010146,True
C078949,D010146,True
D011092,D010146,True
D003189,D010146,True
D000078330,D010146,True
D003000,D010146,True
D005944,D010146,True
D020160,D010146,True
D009266,D010146,True
D016666,D010146,True
D013755,D010146,True
C000600161,D010146,True
C044466,D010146,True
C550436,D010146,True
C539199,D010146,True
D003907,D010146,True
D004008,D010146,True
C586842,D010146,True
C006624,D010146,True
D010396,D010146,True
C036613,D010146,True
D008558,D010146,True
D004966,D010146,True
D000077235,D010146,True
D004077,D010146,True
D008274,D010146,True
D016572,D010146,True
C038192,D010146,True
C552888,D010146,True
C071693,D010146,True
D008784,D010146,True
D002220,D010146,True
C062735,D010146,True
C010616,D010146,True
C093642,D010146,True
D000639,D010146,True
D011736,D010146,True
D007213,D010146,True
D017294,D010146,True
D016047,D010146,True
D003973,D010146,True
C010491,D010146,True
D009638,D010146,True
C010642,D017880,True
D003520,D017880,True
D017255,D017880,True
D014859,D065666,True
D006830,D011123,True
D009640,D004310,True
D003035,D006042,True
D000077185,D006042,True
C494474,D006042,True
C492470,C562839,True
D059808,D013705,True
D008299,D017449,True
D011310,D017449,True
C005270,D017449,True
C033069,D017449,True
C046170,D017449,True
D010081,D017449,True
C007975,D017449,True
D005976,D017449,True
C029938,D017449,True
C014476,D017449,True
D001566,D017449,True
D001623,D017449,True
C031927,D017449,True
D005054,D017449,True
D001688,D017449,True
D006918,D007057,True
D013148,D007673,True
D005839,D007673,True
C539676,D019846,True
D003981,D001049,True
D008619,D001049,True
D003975,D001049,True
D011280,D001049,True
D009567,D001049,True
D008616,D001049,True
D000527,D001049,True
C542518,D001049,True
D002746,D001049,True
D009643,D011552,True
C005270,D009783,True
D006203,D009783,True
C039411,D009783,True
C012509,D009783,True
D008825,D003047,True
D017964,D003047,True
D003436,D010212,True
D012460,D010212,True
C012655,D010212,True
D001564,D010212,True
C459179,D010212,True
C479979,D010212,True
D052638,D010212,True
D000643,D010212,True
C107773,D010212,True
D010936,D010212,True
C022146,D010212,True
D003561,D016483,True
D008727,D016483,True
D000077154,D006333,True
D000628,D006333,True
D012906,D006333,True
D014665,D006333,True
C039686,D006333,True
D019808,D006333,True
D000077185,D006333,True
D002317,D006333,True
C081643,D006333,True
D000305,D006333,True
D015032,D006333,True
C077139,D006333,True
D015736,D006333,True
D017307,D006333,True
D000077205,D006333,True
D000068677,D006333,True
D016677,D006333,True
D000077210,D006333,True
C053044,D006333,True
C059498,D006333,True
D000077261,D006333,True
D014810,D006333,True
D017292,D006333,True
D013792,D006333,True
D004008,D006333,True
D005277,D006333,True
D004365,D006333,True
C556401,D006333,True
C104450,D006333,True
D005665,D006333,True
D005424,D006333,True
D049994,D006333,True
D004997,D006333,True
D007213,D006333,True
C056507,D006333,True
D000319,D006333,True
D011342,D006333,True
D013792,D005124,True
C561695,D005124,True
C030935,D005124,True
D005050,D010916,True
D008712,D011015,True
D010755,D011015,True
C034870,D007951,True
D013852,D007951,True
C498826,D007951,True
D013866,D007951,True
D001498,D009127,True
D010643,D009127,True
D017374,D009127,True
D014268,D009127,True
C104753,D009127,True
D000078305,D009127,True
D004294,D009127,True
D003976,D009127,True
D008528,D009127,True
D009288,D009127,True
D008614,D009127,True
D010479,D009127,True
C041269,D009127,True
C012102,D009127,True
D008750,D009127,True
D003010,D009127,True
D002746,D009127,True
C081198,D009127,True
D005476,D009127,True
D009118,D009127,True
D010624,D054971,True
D000077271,D004890,True
D000077143,D004890,True
D016190,D004890,True
D015767,D004890,True
D015662,D004890,True
D015232,D004890,True
D010672,D004890,True
D016264,D004890,True
D014212,D004890,True
D002220,D004890,True
C401859,D004890,True
D002981,D004890,True
D017239,D004890,True
C470794,D004890,True
D012967,D004890,True
D002710,D003881,True
D017964,D003881,True
C004784,D006209,True
C509783,D004487,True
D008914,D004487,True
C083030,D004487,True
C103280,D004487,True
C012637,D004487,True
C001082,D004487,True
C568960,D004487,True
C012596,D004487,True
D003606,D004487,True
C499814,D004487,True
D004155,D004487,True
D014873,D004487,True
C059141,D004487,True
D007052,D004487,True
D052246,D004487,True
C062865,D004487,True
D010402,D004487,True
D011411,D004487,True
D000068877,D004487,True
D006072,D004487,True
D011339,D004487,True
C021337,D004487,True
C508710,D004487,True
D012460,D004487,True
C050229,D004487,True
C068206,D004487,True
D004139,D004487,True
C093973,D004487,True
D004054,D004487,True
D003277,D004487,True
D000527,D004487,True
C007262,D004487,True
D001640,D004487,True
D019386,D004487,True
C552888,D004487,True
D016264,D004487,True
D003911,D004487,True
D018170,D004487,True
C028289,D004487,True
C070515,D004487,True
C006452,D004487,True
D017964,D004487,True
D000639,D004487,True
D000319,D004487,True
C006253,D004487,True
C063555,D004487,True
D019256,D004487,True
D012834,D004487,True
D015662,D016905,True
D000583,D016905,True
D002939,D016905,True
C077110,D001991,True
D017291,D001991,True
C010882,D010612,True
C054920,D010612,True
D015283,D003329,True
D004176,D003329,True
D001971,D003329,True
D002220,D054038,True
D017239,D054038,True
D002110,D020964,True
C013099,D020964,True
C032910,D020964,True
D002084,D020964,True
D008627,D020964,True
C016392,D020964,True
C545385,D001424,True
D007501,D001424,True
D019804,D001424,True
D015662,D001424,True
D004002,D001424,True
D000077431,D001424,True
D014147,D001424,True
D009254,D001424,True
C105050,D001424,True
C453475,D001424,True
C524539,D006949,True
D005395,D006949,True
D000077185,D006949,True
D020442,D006949,True
D000074242,D006949,True
D000077152,D006949,True
D002104,D006949,True
D008550,D006949,True
D048271,D006949,True
D001629,D006949,True
D000493,D006949,True
D012701,D006949,True
D009828,D006949,True
D005707,D006949,True
D005475,D006949,True
D004051,D006949,True
D002857,D006949,True
D003630,D006949,True
D008550,D000172,True
D001971,D000172,True
D014635,D008178,True
C500026,D011655,True
C048081,D011655,True
D017374,D011655,True
D003520,D011655,True
C010034,D011655,True
D000077152,D011655,True
D007559,D011655,True
C083544,D011655,True
D000077269,D011655,True
D003907,D011655,True
D011464,D011655,True
D000077144,D011655,True
D004317,D011655,True
D005473,D011655,True
D017239,D011655,True
D019304,D011655,True
C087896,D011655,True
D008558,D004940,True
D009428,D006470,True
D011112,D006470,True
D003435,D006470,True
D012969,D006470,True
D014859,D006470,True
D000077154,D006470,True
D011739,D006470,True
D008466,D006470,True
C000611646,D006470,True
D004114,D006470,True
D000077613,D006470,True
D005996,D006470,True
C062843,D006470,True
D013982,D006470,True
D014148,D006470,True
C040102,D006470,True
C017160,D006470,True
D005411,D006470,True
D010121,D006470,True
D010400,D006470,True
C544743,D006470,True
D011341,D006470,True
D008939,D006470,True
C074702,D006470,True
D016912,D006470,True
D004176,D006470,True
D043169,D006470,True
D017367,D006470,True
D018817,D006470,True
D009853,D006470,True
D011433,D006470,True
D001971,D006470,True
D005472,D006470,True
D003973,D006470,True
D009638,D006470,True
D012460,D008582,True
D013467,D008582,True
D000927,D002971,True
D009525,D002971,True
D005493,D002971,True
D004317,D014515,True
D010100,D057772,True
D009569,D057772,True
C477891,D018410,True
D015662,D018410,True
D015366,D018410,True
C487637,D018410,True
D011405,D009157,True
D010396,D009157,True
D008733,D009157,True
D004917,D009157,True
D002800,D009157,True
D014814,D009404,True
D000960,D009404,True
C045351,D009404,True
D011341,D009404,True
C020549,D009404,True
D000077268,D009404,True
C005731,D009404,True
D001310,D009404,True
D011339,D033461,True
D011530,D002385,True
D008784,D002385,True
D003024,D002385,True
D004221,D020520,True
D017255,D020520,True
D008795,D018784,True
D010423,D014511,True
D003520,D014511,True
C030374,D014511,True
D047428,D014511,True
D007530,D014511,True
C040896,D014511,True
D005839,D014511,True
D007213,D014511,True
D010936,D014511,True
D003634,D002653,True
D008345,D002653,True
D008694,D017542,True
D000305,D008180,True
D005938,D008180,True
D002231,D056648,True
D002110,D001018,True
D002762,D001018,True
D010479,D001018,True
C034456,D000310,True
D014212,D009421,True
D004958,D009421,True
C017947,D018246,True
D013881,D020820,True
D007501,D020820,True
D010672,D020820,True
D012402,D020820,True
C111599,D020820,True
D000077487,D020820,True
D014635,D020820,True
D005045,D020820,True
D003913,D020820,True
D008620,D020820,True
D003024,D020820,True
D001205,D020264,True
D009582,D017444,True
D007190,D007008,True
D006854,D007008,True
D000069348,D007008,True
D020123,D007008,True
C017781,D007008,True
D013874,D007008,True
D010400,D007008,True
D001539,D007008,True
D009254,D007008,True
D001623,D007008,True
D003091,D007008,True
D007069,D007008,True
D008788,D007008,True
D011802,D007008,True
C550911,D001855,True
C009438,D001855,True
D013874,D001855,True
C416023,D001855,True
D005437,D001855,True
D014635,D001855,True
D000493,D001855,True
D008558,D001855,True
D014212,D001855,True
D011441,D001855,True
C066308,D001855,True
D017294,D001855,True
D008727,D018325,True
D000661,D001714,True
D015016,D001714,True
D003622,D001714,True
D009020,D001714,True
D010665,D001714,True
D013759,D001714,True
D012254,D001714,True
D000431,D001714,True
D020913,D001714,True
D008795,D001714,True
D006635,D001714,True
D001712,D001714,True
D000069478,D001714,True
D003915,D001714,True
D007528,D001714,True
D002738,D001714,True
D003010,D001714,True
D000077582,D001714,True
D003006,D001714,True
D009589,D017202,True
D016559,D017202,True
D000068342,D017202,True
D000111,D017202,True
D000970,D017202,True
D010197,D017202,True
C561372,D017202,True
D001241,D017202,True
C023676,D016778,True
C012465,D016778,True
C002701,D016778,True
D053626,D016778,True
D002727,D016778,True
D015215,D004829,True
D008140,D004829,True
C018021,D001836,True
C093628,D001836,True
C074702,D001836,True
C021296,D001836,True
D002945,D019046,True
D005047,D019046,True
D008727,D010391,True
D000305,D019557,True
D000069557,D009798,True
C021650,D009798,True
D003366,D009798,True
D017257,D009798,True
D002110,D009798,True
D013390,D009798,True
D000069580,D009798,True
D010656,D009798,True
D004041,D012626,True
D006220,D019964,True
D002110,D019964,True
D020280,D019964,True
D013806,D019964,True
D016666,D019964,True
D000077384,D019964,True
D002220,D019964,True
D008727,D019964,True
D004997,D019964,True
D008911,D019964,True
D000962,D017495,True
D005473,D017495,True
C024336,D017495,True
C082359,D006335,True
D011224,D006977,True
D009568,D006977,True
D002119,D006977,True
D006852,D006977,True
D001539,D006977,True
D002047,D020751,True
D000077288,D006946,True
D000077715,D006946,True
C005273,D006946,True
D013311,D006946,True
C487081,D016411,True
D019813,D058739,True
C473894,D058739,True
D017636,D002282,True
D009270,D012131,True
D000068799,D012131,True
D002744,D012131,True
D015761,D012131,True
D000779,D012131,True
D022223,D012131,True
D008723,D012131,True
D013390,D012131,True
D013726,D012131,True
D000654,D012131,True
D003024,D012131,True
D000701,D012131,True
D011192,D016649,True
D012460,D025242,True
C417083,D046088,True
C100416,D046088,True
C006871,D011475,True
D000077143,D007239,True
C009438,D007239,True
C116197,D007239,True
D004317,D007239,True
D017291,D007239,True
D008727,D007239,True
D017964,D007239,True
D019772,D007239,True
D000894,D010300,True
C084820,D010300,True
D012906,D010300,True
D013662,D010300,True
D002110,D010300,True
D000078305,D010300,True
D004294,D010300,True
D005609,D010300,True
D007980,D010300,True
D015118,D010300,True
D008694,D010300,True
C009074,D010300,True
C031967,D010300,True
D000078785,D010300,True
D011736,D010300,True
D008911,D010300,True
D008070,D010300,True
D002442,D004401,True
D011899,D004401,True
D000077146,D004401,True
D000069059,D004401,True
D003981,D004461,True
D008787,C535402,True
C417083,D012170,True
D003907,D000312,True
D003687,D000312,True
D014150,D009839,True
D001971,D009839,True
D011239,D014606,True
D020280,D020186,True
D011433,D000648,True
D010936,D000648,True
D002251,D022124,True
D002331,D022124,True
D001280,D016640,True
D001151,D016640,True
D007213,D008101,True
D015474,D045823,True
D047428,D002312,True
D013311,D002312,True
D003907,D002312,True
D012312,D002312,True
D001623,D002312,True
D004280,D002312,True
D020909,D002312,True
D010936,D001237,True
D001629,D044882,True
D009538,D044882,True
D011344,D020339,True
D002752,D019283,True
D003042,D011782,True
D010197,D011782,True
D000617,D011782,True
D014859,D014832,True
D003473,D014832,True
D000077603,D014832,True
C001205,D000740,True
C492871,D000740,True
C030299,D000740,True
D014750,D000740,True
C053194,D000740,True
D016559,D000740,True
D000077610,D000740,True
D018120,D000740,True
C034753,D000740,True
D000069349,D000740,True
D011319,D000740,True
D009944,D000740,True
D010578,D000740,True
D005492,D000740,True
C063124,D000740,True
D064747,D000740,True
D019786,D000740,True
C025256,D000740,True
D008558,D000740,True
D008825,D000740,True
C053541,D000740,True
C033706,D000740,True
D000077605,D000740,True
D017313,D000740,True
C031179,D000740,True
D004232,D000740,True
C021341,D000740,True
D000069059,D000740,True
D003630,D000740,True
D011318,D000740,True
D002955,D020158,True
C020972,D008106,True
C093323,D008106,True
D000077385,D008106,True
D001622,D008106,True
D012460,D008106,True
D008315,D008106,True
D011692,D008106,True
D010713,D008106,True
D012838,D008106,True
C025583,D008106,True
D004365,D008106,True
D004317,D008106,True
D001241,D008106,True
C020809,D008106,True
D006854,D056784,True
D003932,D056784,True
D003042,D056784,True
D000069287,D056784,True
D005990,D056784,True
D013256,D056784,True
D003524,D056784,True
C009536,D056784,True
D005047,D056784,True
C034587,D056784,True
D003630,D056784,True
D009525,D005141,True
D008879,D002303,True
D006140,D002303,True
D005283,D002303,True
D014294,D002303,True
D000069438,D052456,True
D064750,D016584,True
D018967,D016584,True
D015016,D016584,True
C026189,D016584,True
D003975,D016584,True
D001379,D016584,True
D009271,D016584,True
D011239,D015452,True
D004317,D015452,True
C064396,D015452,True
D008775,D020388,True
D013654,D020388,True
D012293,D000788,True
D004298,D000788,True
D000077603,D006955,True
D019786,D054989,True
D013629,D002357,True
C010974,D002357,True
C077313,D002357,True
D013481,D002357,True
D011241,D019694,True
C053001,D019694,True
D000068338,D019694,True
D002117,D010018,True
D010710,D010018,True
D002066,D007680,True
C012085,D007680,True
D000983,D007680,True
C012986,D007680,True
C023845,D007680,True
C034090,D007680,True
C019536,D007680,True
D014810,D007680,True
D015738,D007680,True
C009536,D007680,True
D014241,D007680,True
C059006,D007680,True
C037573,C563614,True
C016517,D000858,True
D000069476,D000858,True
C533671,D005094,True
D000082,D005094,True
D015282,D044903,True
D013726,D020335,True
D014150,D003704,True
D009257,D003704,True
D000547,D003704,True
D005492,D003704,True
D014635,D003704,True
D012997,D003704,True
D018680,D003704,True
D007978,D003704,True
C078814,D006930,True
C061017,D006930,True
D000001,D006930,True
D000077154,D006930,True
D014044,D006930,True
D019257,D006930,True
D004174,D006930,True
D006145,D006930,True
C096277,D006930,True
D010646,D006930,True
D007052,D006930,True
D007099,D006930,True
C477659,D006930,True
C525191,D006930,True
C072247,D006930,True
C072553,D006930,True
D002945,D006930,True
D003995,D006930,True
D016666,D006930,True
D013755,D006930,True
D000077211,D006930,True
C034380,D006930,True
D000143,D006930,True
C518978,D006930,True
D003061,D006930,True
D000527,D006930,True
D010656,D006930,True
C087566,D006930,True
D014147,D006930,True
D011796,D006930,True
C004809,D006930,True
D004986,D006930,True
D009355,D006930,True
C018108,D006930,True
C519547,D006930,True
C085911,D006930,True
D017294,D006930,True
D013481,D006930,True
C095284,D006930,True
D009599,D006930,True
C056507,D020345,True
D007612,D007710,True
C000591640,D007710,True
D008619,D009410,True
D000077432,D009410,True
D008012,D009410,True
D000661,D009410,True
C032742,D009410,True
C029790,D009410,True
C008261,D009410,True
D014302,D009410,True
C000515,D009410,True
C029892,D009410,True
D019782,D009410,True
C112689,D009410,True
D003300,D009410,True
C524754,D009410,True
D014028,D009410,True
C522838,D009410,True
D008628,D009410,True
D010846,D009410,True
D016572,D009410,True
D008767,D009410,True
C080955,D009410,True
D004958,D009410,True
D005659,D009410,True
D015853,D009410,True
C004925,D009410,True
D004977,D009410,True
C494356,D009410,True
C023492,D009410,True
D008070,D009410,True
C031906,D016464,True
C031242,D016464,True
D004294,D016464,True
D005275,D016464,True
D017963,D016464,True
D008463,D016464,True
D009428,D007674,True
C477694,D007674,True
D011241,D007674,True
C030371,D007674,True
C437965,D007674,True
C007628,D007674,True
C018021,D007674,True
D000077385,D007674,True
D014750,D007674,True
C585652,D007674,True
D015742,D007674,True
C107690,D007674,True
C046659,D007674,True
C519374,D007674,True
D006882,D007674,True
D015127,D007674,True
C016104,D007674,True
D000983,D007674,True
C019123,D007674,True
D007660,D007674,True
D010665,D007674,True
C005090,D007674,True
D002119,D007674,True
C018414,D007674,True
D002444,D007674,True
C028009,D007674,True
D001205,D007674,True
D002725,D007674,True
D000077211,D007674,True
C061640,D007674,True
C001845,D007674,True
D000077261,D007674,True
D000077333,D007674,True
C064925,D007674,True
D018038,D007674,True
D001786,D007674,True
D001629,D007674,True
D005578,D007674,True
D005230,D007674,True
D017693,D007674,True
D002927,D007674,True
D008274,D007674,True
C095424,D007674,True
D015310,D007674,True
D005641,D007674,True
C004479,D007674,True
C037162,D007674,True
C078742,D007674,True
C058028,D007674,True
D004049,D007674,True
C107773,D007674,True
D000617,D007674,True
D003561,D007674,True
D008727,D007674,True
C055357,D007674,True
C001390,D007674,True
D010702,D007674,True
C000228,D007674,True
C004925,D007674,True
D002939,D007674,True
D013442,D007674,True
D059808,D007674,True
C026729,D007674,True
D005480,D007674,True
C013707,D007674,True
C038958,D007674,True
C038983,D007674,True
C553340,D007674,True
D009173,D007674,True
D014673,D018908,True
D002752,D018908,True
D006145,D018908,True
D008278,D018908,True
C528313,D018908,True
D001761,D018908,True
D001629,D018908,True
D013256,D018908,True
D016572,D018908,True
D001241,D018908,True
D002220,D018908,True
D004121,D018908,True
D003561,D018908,True
D017239,D018908,True
C014655,D018908,True
D008920,D007939,True
D014191,D020230,True
D008787,D020230,True
D005283,D020230,True
D011433,D020230,True
D001971,D020230,True
D002939,D020230,True
C020416,D012851,True
D013629,D012851,True
D015122,D012851,True
D004878,D012019,True
D005000,D012019,True
D000077206,D012019,True
D000431,D013683,True
C073340,D014456,True
C000594493,D014456,True
D004872,D014456,True
D001241,D014456,True
D004006,D008924,True
C117268,D008924,True
C058219,D016171,True
D006220,D016171,True
D010419,D016171,True
D000069458,D016171,True
D008278,D016171,True
D014282,D016171,True
D008787,D016171,True
D011398,D016171,True
D003932,D016171,True
D010640,D016171,True
C022799,D016171,True
D000890,D016171,True
D005473,D016171,True
D016593,D016171,True
C051752,D016171,True
D001285,D016171,True
D000082,D016171,True
D017291,D016171,True
D004280,D016171,True
C009764,D016171,True
D004917,D016171,True
D000319,D016171,True
C017501,D009155,True
D003042,D000037,True
C014896,D006948,True
C549913,D006948,True
D010862,D006948,True
D009270,D006948,True
C011559,D006948,True
D002744,D006948,True
D015761,D006948,True
C006780,D006948,True
D007051,D006948,True
D028321,D006948,True
D013629,D006948,True
D011398,D006948,True
D000077152,D006948,True
D019830,D006948,True
D014700,D006948,True
D000431,D006948,True
D016713,D006948,True
D009496,D006948,True
D008729,D006948,True
C016030,D006948,True
C034931,D006948,True
C121249,D006948,True
D005277,D006948,True
D004958,D006948,True
D013134,D006948,True
C434584,D006948,True
D002746,D006948,True
D020867,D006948,True
D005475,D006948,True
D000077285,D006948,True
C045651,D006948,True
C096012,D006948,True
D017320,D039682,True
D018119,D039682,True
C469683,D004485,True
D004117,D004485,True
D010662,D004485,True
D010643,D011470,True
C054368,D005910,True
D002330,D005910,True
D005038,D005910,True
D000077204,D005910,True
C514822,D009059,True
D009569,D003922,True
D019438,D006932,True
D000077606,D006932,True
C115354,D006932,True
D015725,D006932,True
D005672,D006932,True
D004128,D006932,True
D008775,D009364,True
D008727,D009364,True
D014750,D006312,True
D016559,D006312,True
D013982,D006312,True
D000583,D006312,True
D007612,D006312,True
D004976,D006312,True
D014229,D020324,True
C058876,D020324,True
D012293,D015440,True
D005000,D015440,True
D010098,D003248,True
D009270,D003248,True
D014750,D003248,True
D010624,D003248,True
D019804,D003248,True
D002945,D003248,True
D000069464,D003248,True
D014747,D003248,True
D015766,D003248,True
D008775,D003248,True
C520389,D003248,True
D000068736,D003248,True
D008727,D003248,True
D005472,D003248,True
D007854,D003248,True
D020849,D065626,True
C081331,D065626,True
D000077185,D065626,True
D005938,D065626,True
D001629,D065626,True
D015525,D065626,True
C096277,D020426,True
C027260,D020426,True
D013748,D007634,True
D009151,D007634,True
D007654,D007634,True
D015237,D014592,True
D000077563,D014592,True
D003676,D016472,True
D004785,D016472,True
D011374,D016472,True
D000077553,D016472,True
C400080,D054198,True
D017984,D054198,True
D000068877,D054198,True
D009585,D054198,True
C035353,D054198,True
D016572,D054198,True
D003561,D054198,True
D000393,D054198,True
C052498,D054198,True
C034587,D054198,True
D003630,D054198,True
D013876,D004769,True
D001418,D013375,True
D001977,D013375,True
D011241,D013375,True
D000077265,D013375,True
D000525,D013375,True
D019259,D013375,True
C051844,D013375,True
D015742,D013375,True
D000661,D013375,True
D000077408,D013375,True
D004174,D013375,True
C030397,D013375,True
C093875,D013375,True
D001463,D013375,True
C062865,D013375,True
D014363,D013375,True
D003613,D013375,True
D015282,D013375,True
D008790,D013375,True
D012601,D013375,True
D000078328,D013375,True
D001262,D013375,True
D011239,D013375,True
D002927,D013375,True
D016572,D013375,True
C006649,D013375,True
D008620,D013375,True
D001569,D013375,True
D004295,D013375,True
D001971,D013375,True
D006152,D013375,True
D004091,D013375,True
D003891,D013375,True
C101628,D013375,True
D010632,D013375,True
D008140,D013375,True
C036604,D013375,True
D007977,D013375,True
D010424,D013375,True
D009118,D013375,True
D004999,D015477,True
D012402,D029242,True
D002945,D006646,True
D000077185,D005235,True
D000079,D005235,True
C039979,D012640,True
C035874,D012640,True
D009270,D012640,True
D002211,D012640,True
C050426,D012640,True
D002744,D012640,True
D045167,D012640,True
D004125,D012640,True
C001369,D012640,True
C046064,D012640,True
D002108,D012640,True
D015365,D012640,True
C026189,D012640,True
D013095,D012640,True
D007531,D012640,True
C100036,D012640,True
D007052,D012640,True
